,Tweets,id,lens,date,place,coordinateS,lang,source,likes,retweets
1270,"b'Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abortions and emergency contraceptives has risen. #TigrayWarRapeVictims #WeaponizedRape @UN @Haavisto @EUCouncil @AnnLinde @USAmbUN https://t.co/rXByHcuoKM'",1.3901E+18,274,06-05-2021 00:21,,,en,Twitter for Android,0,0
1271,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.3901E+18,140,06-05-2021 00:21,,,en,Twitter Web App,0,57
1272,b'Where are all the #QAnon cult45 followers when you need them?\nGuess @FoxNews won\xe2\x80\x99t carry this story since it\xe2\x80\x99s a red state with a trooper raping an 11 yo child\n\nThe badge doesn\xe2\x80\x99t make one honorable it\xe2\x80\x99s the metal of the person\n \nNo need to thank him for his disservice\n#LEO #Rape https://t.co/LWHev8P7BW',1.3901E+18,303,06-05-2021 00:13,,,en,Twitter for iPhone,0,0
1273,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.3901E+18,140,06-05-2021 00:13,,,en,Twitter for iPad,0,57
1274,"b'Eleven Women Accuse Eastern Michigan University of Covering Up Sexual Assault Claims, Reports A Case for Women \n \n#SexualAssault #Rape #CoverUp\n\nhttps://t.co/MiosPZIIJD'",1.3901E+18,168,06-05-2021 00:11,,,en,Twitter Web App,0,0
1275,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.3901E+18,140,06-05-2021 00:09,,,en,Twitter for Android,0,57
1276,"b""RT @AmandaGreenUK: 200+ reviews on Amazon &amp; Goodreads **** Life could definitely be worse. Life could definitely be better. Here's my story\xe2\x80\xa6""",1.3901E+18,144,06-05-2021 00:08,,,en,Twitter Web App,0,20
1277,"b'Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abortions and emergency contraceptives has risen. #TigrayWarRapeVictims #WeaponizedRape @UN @Haavisto @EUCouncil @AnnLinde @USAmbUN https://t.co/eDR7yFsctv'",1.3901E+18,274,06-05-2021 00:08,,,en,Twitter for iPhone,0,0
1278,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1.3901E+18,140,06-05-2021 00:07,,,en,Twitter Web App,0,10365
1279,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.3901E+18,144,06-05-2021 00:04,,,en,Twitter Web App,0,192
1280,"b'RT @eliasamare: 3) #Tigrayan feminist @meazaG_, speaking to #TigrayMediaHouse in 2019, over a year before the war, explained the horrific l\xe2\x80\xa6'",1.39009E+18,140,05-05-2021 23:58,,,en,nigmitdan16,0,221
1281,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39009E+18,144,05-05-2021 23:57,,,en,Twitter for iPhone,0,192
1282,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:52,,,en,Twitter Web App,0,57
1283,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:50,,,en,Twitter for iPhone,0,57
1284,"b""RT @eliasamare: 8) Again, here's Muluberhan Haile exposing how remnants of the now-defunct #TPLF are terrorizing #Tigray's population, espe\xe2\x80\xa6""",1.39009E+18,140,05-05-2021 23:48,,,en,Twitter for Android,0,234
1285,"b'RT @eliasamare: 6) The #SexualViolence, #rape, murderous rage &amp; #misogyny against #women in #Tigray under #TPLF rule reached such a horrend\xe2\x80\xa6'",1.39009E+18,144,05-05-2021 23:47,,,en,Twitter for Android,0,220
1286,"b'RT @NathaCont: Being a victim of rape is one of the worst feelings there is, getting pregnant and having my prince makes me never forget th\xe2\x80\xa6'",1.39009E+18,140,05-05-2021 23:47,,,en,Twitter for iPad,0,34
1287,"b'RT @eliasamare: 3) #Tigrayan feminist @meazaG_, speaking to #TigrayMediaHouse in 2019, over a year before the war, explained the horrific l\xe2\x80\xa6'",1.39009E+18,140,05-05-2021 23:45,,,en,Twitter for Android,0,221
1288,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:45,,,en,Twitter for Android,0,57
1289,"b""RT @eliasamare: 2) In this video clip from 2018 brodacast of #Tigray's DW-TV, a #Tigrayan woman recounts the horrible mysogynistic culture\xe2\x80\xa6""",1.39009E+18,139,05-05-2021 23:45,,,en,Twitter for Android,0,315
1290,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39009E+18,144,05-05-2021 23:44,,,en,Twitter for Android,0,192
1291,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1.39009E+18,140,05-05-2021 23:43,,,en,Twitter for iPhone,0,10365
1292,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39009E+18,144,05-05-2021 23:41,,,en,Twitter for Android,0,192
1293,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:41,,,en,Twitter for iPhone,0,57
1294,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:39,,,en,Twitter for iPad,0,57
1295,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:36,,,en,Twitter for Android,0,57
1296,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:36,,,en,Twitter for Android,0,57
1297,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:35,,,en,Twitter Web App,0,57
1298,b'RT @March4justice_2: Saturday 29 May at 10 am.\n#March4Justice-2 in Bega. Leaving from kisses lagoon. Ending in Littleton Gardens for an inf\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:33,,,en,Twitter for Android,0,8
1299,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39009E+18,144,05-05-2021 23:33,,,en,Twitter for iPhone,0,192
1300,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:27,,,en,Twitter Web App,0,57
1301,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39009E+18,144,05-05-2021 23:25,,,en,Twitter Web App,0,192
1302,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39009E+18,140,05-05-2021 23:25,,,en,Twitter for Android,0,57
1303,"b'RT @JusticeOzzie: @vanOnselenP Hopefully Christian Porter will have FINALLY been investigated by then, if not on trial or in prison if foun\xe2\x80\xa6'",1.39009E+18,140,05-05-2021 23:24,,,en,Twitter for iPhone,0,20
1304,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39008E+18,140,05-05-2021 23:22,,,en,Twitter Web App,0,57
1305,b'RT @JusticeOzzie: @vanOnselenP Christian Porter sporting that \xe2\x80\x98allegedly innocent\xe2\x80\x99 look. #auspol #ChristianPorter #LNPCrimeFamily #Rape #Me\xe2\x80\xa6',1.39008E+18,140,05-05-2021 23:21,,,en,Twitter for iPhone,0,2
1306,b'RT @BRAINCURES: @UKRI_News @UKRI_CEO @BritishAcademy_ @TheBHF @CRUKresearch @GuildHE @NIHRresearch @officestudents @royalsociety @RoySocChe\xe2\x80\xa6',1.39008E+18,140,05-05-2021 23:21,,,en,Twitter Web App,0,19
1307,b'RT @JusticeOzzie: @vanOnselenP Christian Porter sporting that \xe2\x80\x98allegedly innocent\xe2\x80\x99 look. #auspol #ChristianPorter #LNPCrimeFamily #Rape #Me\xe2\x80\xa6',1.39008E+18,140,05-05-2021 23:20,,,en,Twitter for iPhone,0,2
1308,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1.39008E+18,137,05-05-2021 23:20,,,hi,Twitter for Android,0,836
1309,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39008E+18,144,05-05-2021 23:18,,,en,Twitter Web App,0,192
1310,b'RT @JusticeOzzie: @Chook70950730 Christian Porter sporting that \xe2\x80\x98allegedly innocent\xe2\x80\x99 look. #auspol #ChristianPorter #LNPCrimeFamily #Rape #\xe2\x80\xa6',1.39008E+18,140,05-05-2021 23:18,,,en,Twitter for iPhone,0,6
1311,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39008E+18,140,05-05-2021 23:17,,,en,Twitter Web App,0,57
1312,b'RT @JusticeOzzie: @BrittHiggins_ @ScottMorrisonMP @AlboMP @tanya_plibersek @aap What is the current status of the Police investigation &amp; pe\xe2\x80\xa6',1.39008E+18,144,05-05-2021 23:16,,,en,Twitter for iPhone,0,14
1313,b'RT @JusticeOzzie: Christian Porter sporting that \xe2\x80\x98allegedly innocent\xe2\x80\x99 look. #auspol #ChristianPorter #LNPCrimeFamily #Rape #MeToo #InquiryN\xe2\x80\xa6',1.39008E+18,140,05-05-2021 23:16,,,en,Twitter for iPhone,0,33
1314,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39008E+18,144,05-05-2021 23:16,,,en,Twitter for Android,0,192
1315,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39008E+18,144,05-05-2021 23:15,,,en,Twitter for iPhone,0,192
1316,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39008E+18,144,05-05-2021 23:14,,,en,Twitter for Android,0,192
1317,b'Women continue to be women\xe2\x80\x99s worst enemy. @JoyAnnReid #rape #aaronvonehlinger #RepPriscillaGiddings #WhiteBirdIdaho #RepHeatherScott #BlanchardIdaho @IDAHOgov #RapeIsTheUltimateBrutality',1.39008E+18,186,05-05-2021 23:13,,,en,Twitter for iPhone,0,0
1318,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39008E+18,144,05-05-2021 23:10,,,en,Twitter for iPhone,0,192
1319,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39008E+18,144,05-05-2021 23:10,,,en,Twitter for Android,0,192
1320,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39008E+18,144,05-05-2021 23:10,,,en,Twitter Web App,0,192
1321,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39008E+18,144,05-05-2021 23:08,,,en,Twitter for iPad,0,192
1322,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39008E+18,140,05-05-2021 23:07,,,en,Twitter Web App,0,57
1323,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39008E+18,140,05-05-2021 23:05,,,en,Twitter Web App,0,57
1324,b'RT @March4justice_2: Saturday 29 May at 10 am.\n#March4Justice-2 in Bega. Leaving from kisses lagoon. Ending in Littleton Gardens for an inf\xe2\x80\xa6',1.39008E+18,140,05-05-2021 23:05,,,en,Twitter for Android,0,8
1325,"b'Marilyn Manson accused of physical abuse, rape by ex Ashley Morgan Smithline #yahooentertainmentashley #ashleymorgansmithline #marilynmanson #rape #usa #todaymarilynmanson https://t.co/NygnHTpdFE'",1.39008E+18,195,05-05-2021 22:58,,,en,News Users,1,0
1326,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39008E+18,140,05-05-2021 22:57,,,en,Twitter Web App,0,57
1327,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39008E+18,140,05-05-2021 22:56,,,en,Twitter for Android,0,57
1328,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39008E+18,140,05-05-2021 22:50,,,en,Twitter Web App,0,57
1329,b'RT @JusticeOzzie: UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #\xe2\x80\xa6',1.39008E+18,140,05-05-2021 22:50,,,en,Twitter Web App,0,57
1330,b'UPDATE: \xe2\x80\x9cChristian Porter\xe2\x80\x99s defamation case against the ABC is in crisis as his lawyers try to hide evidence..\xe2\x80\x9d #auspol #Rape #LNP #TaxPayerFunded #LNPCrimeFamily #ChristianPorter #LNPCorruptionParty \n\nhttps://t.co/1guAb8VUfy',1.39008E+18,225,05-05-2021 22:49,,,en,Twitter for iPhone,83,57
1331,b'@voadeewa @VOAPashto @VOANews @MalBokhari @MoLawJusticeof1 @TNNEnglish #womeninlaw #rape #SGBV #HumanRights https://t.co/IzI21L3dSQ',1.39007E+18,131,05-05-2021 22:43,,,und,Twitter for Android,2,0
1332,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1.39007E+18,140,05-05-2021 22:36,,,en,Twitter Web App,0,10365
1333,"b'@drskj01 @SarikaS99566832 Covid se mar gyi hogi.....#rape hota to sb body k agl bgl nazr aate....,jhute bjp'",1.39007E+18,107,05-05-2021 22:31,"Place(_api=<tweepy.api.API object at 0x7fd4c3f65910>, id='042b5e87acf40437', url='https://api.twitter.com/1.1/geo/id/042b5e87acf40437.json', place_type='city', name='Ranchi', full_name='Ranchi, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fd4c3f65910>, type='Polygon', coordinates=[[[84.869323, 23.00583], [85.902043, 23.00583], [85.902043, 23.715039], [84.869323, 23.715039]]]), attributes={})",,en,Twitter for Android,0,0
1334,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1.39007E+18,144,05-05-2021 22:23,,,en,Twitter for Android,0,192
1335,b'#Lewiston #Rape #AaronvonEhlinger \n#GOPCorruptionOverCountry \n\nThis situation underscores why so many alleged sexual assaults go unreported. https://t.co/2yHGLppCVK # via @HuffPostPol',1.39007E+18,183,05-05-2021 22:18,,,en,Twitter for iPhone,0,0
1336,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1.39007E+18,137,05-05-2021 22:17,,,hi,Twitter Web App,0,836
1337,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1.39007E+18,137,05-05-2021 22:15,,,hi,Twitter for Android,0,836
1338,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1.39007E+18,140,05-05-2021 22:14,,,en,Twitter Web App,0,10365
1339,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1.39007E+18,137,05-05-2021 22:07,,,hi,Twitter for Android,0,836
